id,created_at,full_text,media,screen_name,name,profile_image_url,user_id,in_reply_to,retweeted_status,quoted_status,media_tags,favorite_count,retweet_count,bookmark_count,quote_count,reply_count,views_count,favorited,retweeted,bookmarked,url
"1712128484745662853","2023-10-11 21:00:15 +05:30","5 GitHub repositories that will make you 90% smarter than others.","[]","Prathkum","Pratham","https://pbs.twimg.com/profile_images/1965842512221982720/NjuSrsay_normal.jpg","856155592578158592","null","null","null","[]",2686,510,4977,9,40,585241,false,false,true,"https://twitter.com/Prathkum/status/1712128484745662853"
"1712485929255051592","2023-10-12 20:40:36 +05:30","Handy! \n\nUse fetch() to check if a file exists without downloading the entire thing. https://t.co/FiNSc6DqIR","[{""type"":""photo"",""url"":""https://t.co/FiNSc6DqIR"",""thumbnail"":""https://pbs.twimg.com/media/F8P4zDJXAAAJfta?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/F8P4zDJXAAAJfta?format=jpg&name=orig""}]","wesbos","Wes Bos","https://pbs.twimg.com/profile_images/877525007185858562/7G9vGTca_normal.jpg","815246","null","null","null","[]",2498,255,764,14,29,272812,false,false,true,"https://twitter.com/wesbos/status/1712485929255051592"
"1712729614877933887","2023-10-13 12:48:55 +05:30","Backend language:\n🧮 JavaScript\n🧮 Python\n🧮 Java\n🧮 PHP\n🧮 Go\n🧮 C#\n🧮 Ruby\n🧮 Kotlin\n🧮 Rust\n\nFrontend language:\n🖥️ JS\n🖥️ TS\n\nUI:\n🎨 React\n🎨 Vue\n🎨 Angular\n🎨 Svelte\n\nDB:\n📁 PostgreSQL\n📁 MySQL\n📁 MongoDB\n📁 SQLServer\n📁 DynamoDB\n📁 Cockroachdb\n\nAPI:\n🔌 Express\n🔌 Spring Boot\n🔌 Flask\n🔌 FastAPI\n🔌 Ruby on Rails\n🔌 Gin\n🔌 Rocket\n\nCI/CD:\n🏗️ GitHub actions\n🏗️ Jenkins\n🏗️ CircleCI\n🏗️ TravisCI\n\nCloud:\n☁️ AWS\n☁️ Azure\n☁️ GCP\n☁️ Vercel\n\nUI/UX:\n🎨 Figma\n🎨 InVision\n\nCode:\n⛓️ GitHub\n⛓️ GitLab\n\nMobile:\n📱 React Native\n📱 Swift\n📱 Kotlin\n📱 Flutter\n\nLearn:\n🎓 YouTube\n🎓 Udemy\n🎓 Coursera\n🎓 freeCodeCamp\n🎓 edX","[]","sesigl","Sebastian Sigl","https://pbs.twimg.com/profile_images/1677017009861582860/Lgl5xv4A_normal.jpg","3423133450","null","null","null","[]",1569,384,1466,5,27,217346,false,false,true,"https://twitter.com/sesigl/status/1712729614877933887"
"1719746205352087609","2023-11-01 21:30:21 +05:30","5 GitHub repositories a developer should definitely check:","[]","Prathkum","Pratham","https://pbs.twimg.com/profile_images/1965842512221982720/NjuSrsay_normal.jpg","856155592578158592","null","null","null","[]",1134,156,1499,5,19,277333,false,false,true,"https://twitter.com/Prathkum/status/1719746205352087609"
"1724970544880144847","2023-11-16 07:30:00 +05:30","6 Most Confusing GIT Commands 👇\n\nSimplified and concise illustration of commands for better understanding\n1/6 https://t.co/hGarzESpD5","[{""type"":""photo"",""url"":""https://t.co/hGarzESpD5"",""thumbnail"":""https://pbs.twimg.com/media/F_BTka3XcAAOA87?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/F_BTka3XcAAOA87?format=jpg&name=orig""}]","KodeKloudHQ","KodeKloud","https://pbs.twimg.com/profile_images/1559463711756406784/PpMXnFf9_normal.jpg","1125685834332532736","null","null","null","[]",781,229,609,5,3,85816,false,false,true,"https://twitter.com/KodeKloudHQ/status/1724970544880144847"
"1728032191094124700","2023-11-24 18:15:54 +05:30","Mastering GitHub Branching 🌿🚀\n\nA thread with 20 example commands and their explanation 👇🐈‍⬛ https://t.co/V4VjMeP8kA","[{""type"":""animated_gif"",""url"":""https://t.co/V4VjMeP8kA"",""thumbnail"":""https://pbs.twimg.com/tweet_video_thumb/F_syJjSbYAAOFGH.jpg?name=thumb"",""original"":""https://video.twimg.com/tweet_video/F_syJjSbYAAOFGH.mp4""}]","devops_tech","Rakesh Jain","https://pbs.twimg.com/profile_images/1530153142523863040/UZi9nN1O_normal.jpg","1301384520344559616","null","null","null","[]",272,55,460,2,8,92132,false,false,true,"https://twitter.com/devops_tech/status/1728032191094124700"
"1758850639323705748","2024-02-17 19:17:24 +05:30","Every little detail foreshadowing/Easter egg in Attack on Titan\n\n[A thread 🧵]\n\nEren's founding Titan foreshadow https://t.co/9OaGBWRv6w","[{""type"":""photo"",""url"":""https://t.co/9OaGBWRv6w"",""thumbnail"":""https://pbs.twimg.com/media/GGixU9cWwAEZsuR?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GGixU9cWwAEZsuR?format=jpg&name=orig""}]","animeDGuy","Gnime","https://pbs.twimg.com/profile_images/1881329383362772992/o2M-Jkoi_normal.jpg","1702563864628584448","null","null","null","[]",170557,15107,33144,1528,459,17111760,false,false,true,"https://twitter.com/animeDGuy/status/1758850639323705748"
"1771333147046609043","2024-03-23 05:58:26 +05:30","this emoji is for when a bad bіtch tells you to do something","[]","kirawontmiss","kira 👾","https://pbs.twimg.com/profile_images/1636443983990669326/xm-YehdR_normal.jpg","1471414739880189955","null","null","1770630515420192863","[]",118858,10609,2788,259,294,8877356,true,false,true,"https://twitter.com/kirawontmiss/status/1771333147046609043"
"1779078437476692270","2024-04-13 14:55:27 +05:30","Ios Setup on Android is almost completed.\nI'll install ios control centre later 😉 https://t.co/mPKOir7LC6","[{""type"":""photo"",""url"":""https://t.co/mPKOir7LC6"",""thumbnail"":""https://pbs.twimg.com/media/GLCOZw2bcAAp7qm?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GLCOZw2bcAAp7qm?format=jpg&name=orig""},{""type"":""photo"",""url"":""https://t.co/mPKOir7LC6"",""thumbnail"":""https://pbs.twimg.com/media/GLCOZyLaoAAMcD3?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GLCOZyLaoAAMcD3?format=jpg&name=orig""}]","enough_yt","Tatya Bichoo","https://pbs.twimg.com/profile_images/1954427870002212864/XdZtmAvr_normal.jpg","1578745073696935936","null","null","null","[]",785,20,210,12,89,178525,false,false,true,"https://twitter.com/enough_yt/status/1779078437476692270"
"1792318889566568632","2024-05-20 03:48:17 +05:30","From searching a movie to streaming in 30 seconds or less, all done in the shortcut, no opening a torrent site necessary (or even a web browser), powered by iOS Siri Shortcuts, Real-Debrid, and Torrentio! https://t.co/C8s2Wt5ALi","[{""type"":""video"",""url"":""https://t.co/C8s2Wt5ALi"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1792318744858906624/pu/img/9iJxsR5gWgP7EMXz.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1792318744858906624/pu/vid/avc1/590x1280/fbG9MRGizs1fKXGM.mp4?tag=12""}]","itsnebulalol","Dominic","https://pbs.twimg.com/profile_images/1980753896923381760/xAYzKQoA_normal.jpg","1474423810115964960","null","null","1791630690645061676","[]",3185,192,5323,20,43,1636146,false,false,true,"https://twitter.com/itsnebulalol/status/1792318889566568632"
"1795033945949528462","2024-05-27 15:36:57 +05:30","Lose Fat in 14 DAYS! (Home Workout) https://t.co/KDEkbWxU2q","[{""type"":""photo"",""url"":""https://t.co/KDEkbWxU2q"",""thumbnail"":""https://pbs.twimg.com/media/GOk93GCWIAEh9yY?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GOk93GCWIAEh9yY?format=jpg&name=orig""}]","GoalLoaded","Goal Loaded","https://pbs.twimg.com/profile_images/1594219542389080066/Znm0hQWd_normal.jpg","749002992859353088","null","null","null","[]",3226,717,4977,9,10,1330448,false,false,true,"https://twitter.com/GoalLoaded/status/1795033945949528462"
"1802840896917893386","2024-06-18 04:38:59 +05:30","How to enable new Siri UI on macOS 15\n\ndefaults write com. apple.assistant bypassDeviceSupportsSAE -bool true\n\nkillall Siri\n\n(There should not be a space between com. and apple)\n\nI am not responsible if anything goes wrong","[]","aaronp613","Aaron","https://pbs.twimg.com/profile_images/1837168376386371584/AJZZayD4_normal.jpg","2751197421","null","null","1802835701521625567","[]",1149,57,680,9,38,323879,true,false,true,"https://twitter.com/aaronp613/status/1802840896917893386"
"1806802335613469157","2024-06-29 03:00:20 +05:30","The only Face Yoga poses you need to learn https://t.co/osY1CBDczR","[{""type"":""video"",""url"":""https://t.co/osY1CBDczR"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1806802307096469504/pu/img/bTuMTHoUAXIDB4is.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1806802307096469504/pu/vid/avc1/720x1280/XfqmOQGgVx6wLqCV.mp4?tag=12""}]","FitnessF0rWomen","Health & Fitness","https://pbs.twimg.com/profile_images/1581635241525280768/8jHCUrkK_normal.jpg","1472042463464333315","null","null","null","[]",74401,10404,103030,463,258,7594646,false,false,true,"https://twitter.com/FitnessF0rWomen/status/1806802335613469157"
"1806946399163932746","2024-06-29 12:32:47 +05:30","Working Youtube Adblock for desktop, iOS and Android\n\nThis is a free little plugin called ""GoodTube""\n\n* REMOVES 100% OF PAGE AND VIDEO ADS. It also blocks server side injected ads.\n* Allows background play (so you can turn your phone screen off and keep listening).\n* Allows you to download the audio / video / entire playlist in up to 8K quality with the click of a button (at the bottom of the player).\n* Works on both desktop and mobile (iOS and Android).\n* Works in all major browsers (Chrome, Firefox, Opera, etc).\n* Proxies in Youtube videos from different servers (in up to 1080p).\n* Removes shorts.\n* Removes unwanted search results (""You might also like this"", ""Other people also watched"", etc).\n* Removes thumbnails for other recommended videos that pop up when a video finishes (I really hate these, try without it's nice).\n* Keeps you up to date, prompting you to update the plugin directly from Youtube when there's a new release. These updates are mostly just new features and minor bugfixes. So far 100% of the time this plugin has worked, so you don't need to update all the time or anything like that.\n\nAnd it keeps the good stuff like;\n\n* The beloved algorithm / watch history.\n* Keyboard shortcuts.\n* Subtitles.\n* Chapters.\n* Autoplay.\n* Playlists.\n* Picture in picture / the miniplayer.\n* Theater mode.\n* Live streams.\n\n# How to install on Desktop\n\n**1. Disable your other adblockers. You can do this for Youtube only.**\n\n**2. Install this browser extension ""Tampermonkey"":**\n\n[https://t.co/bSk3tE2py2](https://t.co/bSk3tE2py2)\n\n**3. Click on this link and press ""Install"":**\n\n[https://t.co/8L4LnpfnWL](https://t.co/8L4LnpfnWL)\n\n**4. If you're using CHROME**  \nYou need to turn on developer mode for this extension. Check out the screenshots below for instructions.\n\n![img](vzvhun213f9d1)\n\n**5. If you're using FIREFOX, you need to change the setting in the below screenshot to enable autoplay.**\n\n![img](hh8ivsl43f9d1)\n\n**And that's it. Now you just open up Youtube and should work fine! :)**\n\n# How to install on Android (mobile)\n\nThis will take you a few minutes, because mobiles are generally sort of annoying...\n\nJust follow the steps below and I promise it'll work for you! :)\n\n**Just FYI, I've recently discovered that you can also install extensions on normal Firefox, so you may not need to download Firefox Nightly! Other than that, the steps are the same.**\n\n* First off you'll need to install this app called ""Firefox Nightly"". You can find it on Google Play. (Basically it's an official release of Firefox, but it also allows you to install browser extensions.)\n* Once it's installed, open Firefox Nightly. Now click the 3 dots down the bottom right, and go to ""Settings"":\n\n* Scroll down and go to ""Extensions"":\n\n* Add the extension ""Tampermonkey"":\n\n* Now go back to the main screen of Firefox Nightly (just hit back back back until you're there).\n* Then go to the following webpage: [https://t.co/8L4LnpfnWL](https://t.co/8L4LnpfnWL)\n* Click ""Install"":\n\nThat's it. You're good to go.\n\nI recommend using Firefox Nightly just like you would the Youtube app. Put it on your home screen somewhere / make Youtube the homepage for an even smoother experience :)\n\nnote: If you see a mostly blank screen on the Youtube homepage, don't worry! This is normal. Just search for something.\n\nSimply sign into Youtube and the homepage will be full of your favorite videos once again.\n\n# How to install on iOS / iPhone (mobile)\n\n* First install this app called ""Orion Browser"". You can find it on the App Store. (Basically it's an alternative browser that allows you to install browser extensions.)\n* Once it's installed, open Orion Browser.\n* Go to Extensions.\n* Install an extension called ""Violentmonkey"". Do NOT try and use Tampermonkey instead, it doesn't work on iOS.\n* Now go here: [https://t.co/8L4LnpfnWL](https://t.co/8L4LnpfnWL)\n* Click ""Install"" \nhttps://t.co/5Ed8wTDobg\nhttps://t.co/5Ed8wTDobg","[{""type"":""photo"",""url"":""https://t.co/LpJoZ4muiZ"",""thumbnail"":""https://pbs.twimg.com/media/GRON6ESWUAANioQ?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GRON6ESWUAANioQ?format=jpg&name=orig""},{""type"":""photo"",""url"":""https://t.co/LpJoZ4muiZ"",""thumbnail"":""https://pbs.twimg.com/media/GRON6EOXgAELr7O?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GRON6EOXgAELr7O?format=jpg&name=orig""},{""type"":""photo"",""url"":""https://t.co/LpJoZ4muiZ"",""thumbnail"":""https://pbs.twimg.com/media/GRON6ESWoAACE8H?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GRON6ESWoAACE8H?format=jpg&name=orig""},{""type"":""photo"",""url"":""https://t.co/LpJoZ4muiZ"",""thumbnail"":""https://pbs.twimg.com/media/GRON6EVWwAAoRhP?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GRON6EVWwAAoRhP?format=jpg&name=orig""}]","Pirat_Nation","Pirat_Nation 🔴","https://pbs.twimg.com/profile_images/1795139938586890240/fQtS5oQr_normal.jpg","1547929727960199180","null","null","null","[]",3178,388,3857,13,66,197997,true,false,true,"https://twitter.com/Pirat_Nation/status/1806946399163932746"
